county,year,quarter,age_band,population_sample,employed,unemployed,self_employed,employment_rate,self_emp_rate
Meath,2025,Q1,30-34,953,977,77,166,102.5,17.0
Meath,2025,Q2,15-19,770,305,16,34,39.6,11.1
Meath,2025,Q2,20-24,1136,867,101,188,76.3,21.7
Meath,2025,Q2,25-29,1222,1149,126,126,94.0,11.0
Meath,2025,Q2,30-34,1077,1106,118,193,102.7,17.5
Meath,2025,Q3,15-19,792,304,19,42,38.4,13.8
Meath,2025,Q3,20-24,882,673,55,173,76.3,25.7
Meath,2025,Q3,25-29,740,663,38,111,89.6,16.7
Meath,2025,Q3,30-34,910,916,84,231,100.7,25.2
Meath,2025,Q4,15-19,1077,422,19,72,39.2,17.1
Meath,2025,Q4,20-24,1138,876,62,106,77.0,12.1
Meath,2025,Q4,25-29,923,829,55,122,89.8,14.7
Meath,2025,Q4,30-34,1143,1147,124,156,100.3,13.6
Monaghan,2018,Q1,15-19,267,94,9,11,35.2,11.7
Monaghan,2018,Q1,20-24,348,228,20,21,65.5,9.2
Monaghan,2018,Q1,25-29,245,204,11,18,83.3,8.8
Monaghan,2018,Q1,30-34,306,277,32,41,90.5,14.8
Monaghan,2018,Q2,15-19,290,104,11,13,35.9,12.5
Monaghan,2018,Q2,20-24,389,271,20,24,69.7,8.9
Monaghan,2018,Q2,25-29,387,314,23,68,81.1,21.7
Monaghan,2018,Q2,30-34,403,353,17,30,87.6,8.5
Monaghan,2018,Q3,15-19,315,108,5,19,34.3,17.6
Monaghan,2018,Q3,20-24,247,161,8,19,65.2,11.8
Monaghan,2018,Q3,25-29,255,212,8,42,83.1,19.8
Monaghan,2018,Q3,30-34,301,258,22,22,85.7,8.5
Monaghan,2018,Q4,15-19,249,90,5,12,36.1,13.3
Monaghan,2018,Q4,20-24,382,263,12,48,68.8,18.3
Monaghan,2018,Q4,25-29,406,337,24,35,83.0,10.4
Monaghan,2018,Q4,30-34,282,255,12,48,90.4,18.8
Monaghan,2019,Q1,15-19,280,102,9,19,36.4,18.6
Monaghan,2019,Q1,20-24,282,202,10,35,71.6,17.3
Monaghan,2019,Q1,25-29,365,313,17,59,85.8,18.8
Monaghan,2019,Q1,30-34,405,356,37,80,87.9,22.5
Monaghan,2019,Q2,15-19,383,132,8,22,34.5,16.7
Monaghan,2019,Q2,20-24,274,182,10,22,66.4,12.1
Monaghan,2019,Q2,25-29,243,195,21,36,80.2,18.5
Monaghan,2019,Q2,30-34,323,292,26,64,90.4,21.9
Monaghan,2019,Q3,15-19,380,135,6,19,35.5,14.1
Monaghan,2019,Q3,20-24,397,264,13,50,66.5,18.9
Monaghan,2019,Q3,25-29,386,315,17,62,81.6,19.7
Monaghan,2019,Q3,30-34,366,339,37,41,92.6,12.1
Monaghan,2019,Q4,15-19,260,92,4,7,35.4,7.6
Monaghan,2019,Q4,20-24,317,218,14,26,68.8,11.9
Monaghan,2019,Q4,25-29,313,254,25,20,81.2,7.9
Monaghan,2019,Q4,30-34,351,310,36,66,88.3,21.3
Monaghan,2020,Q1,15-19,408,131,12,24,32.1,18.3
Monaghan,2020,Q1,20-24,260,156,11,24,60.0,15.4
Monaghan,2020,Q1,25-29,269,200,21,30,74.3,15.0
Monaghan,2020,Q1,30-34,411,337,31,33,82.0,9.8
Monaghan,2020,Q2,15-19,386,118,8,23,30.6,19.5
Monaghan,2020,Q2,20-24,284,177,19,15,62.3,8.5
Monaghan,2020,Q2,25-29,406,310,25,40,76.4,12.9
Monaghan,2020,Q2,30-34,334,263,30,50,78.7,19.0
Monaghan,2020,Q3,15-19,385,125,11,17,32.5,13.6
Monaghan,2020,Q3,20-24,404,256,26,53,63.4,20.7
Monaghan,2020,Q3,25-29,306,221,25,21,72.2,9.5
Monaghan,2020,Q3,30-34,354,274,14,63,77.4,23.0
Monaghan,2020,Q4,15-19,378,116,10,22,30.7,19.0
Monaghan,2020,Q4,20-24,267,167,12,37,62.5,22.2
Monaghan,2020,Q4,25-29,410,315,24,51,76.8,16.2
Monaghan,2020,Q4,30-34,317,262,19,32,82.6,12.2
Monaghan,2021,Q1,15-19,340,117,6,13,34.4,11.1
Monaghan,2021,Q1,20-24,312,202,19,22,64.7,10.9
Monaghan,2021,Q1,25-29,375,299,17,32,79.7,10.7
Monaghan,2021,Q1,30-34,279,250,14,38,89.6,15.2
Monaghan,2021,Q2,15-19,258,86,8,17,33.3,19.8
Monaghan,2021,Q2,20-24,244,166,17,14,68.0,8.4
Monaghan,2021,Q2,25-29,317,259,23,22,81.7,8.5
Monaghan,2021,Q2,30-34,339,296,20,48,87.3,16.2
Monaghan,2021,Q3,15-19,355,118,9,23,33.2,19.5
Monaghan,2021,Q3,20-24,248,162,12,23,65.3,14.2
Monaghan,2021,Q3,25-29,359,281,22,30,78.3,10.7
Monaghan,2021,Q3,30-34,253,217,16,37,85.8,17.1
Monaghan,2021,Q4,15-19,283,96,11,22,33.9,22.9
Monaghan,2021,Q4,20-24,247,166,15,16,67.2,9.6
Monaghan,2021,Q4,25-29,257,203,16,43,79.0,21.2
Monaghan,2021,Q4,30-34,408,365,37,50,89.5,13.7
Monaghan,2022,Q1,15-19,309,115,8,14,37.2,12.2
Monaghan,2022,Q1,20-24,382,268,19,35,70.2,13.1
Monaghan,2022,Q1,25-29,278,250,19,45,89.9,18.0
Monaghan,2022,Q1,30-34,273,254,17,38,93.0,15.0
Monaghan,2022,Q2,15-19,279,102,8,16,36.6,15.7
Monaghan,2022,Q2,20-24,327,246,21,37,75.2,15.0
Monaghan,2022,Q2,25-29,284,243,17,29,85.6,11.9
Monaghan,2022,Q2,30-34,263,240,18,38,91.3,15.8
Monaghan,2022,Q3,15-19,381,139,15,21,36.5,15.1
Monaghan,2022,Q3,20-24,322,226,18,39,70.2,17.3
Monaghan,2022,Q3,25-29,396,334,17,63,84.3,18.9
Monaghan,2022,Q3,30-34,302,291,33,31,96.4,10.7
Monaghan,2022,Q4,15-19,394,148,6,16,37.6,10.8
Monaghan,2022,Q4,20-24,402,284,27,48,70.6,16.9
Monaghan,2022,Q4,25-29,385,349,41,83,90.6,23.8
Monaghan,2022,Q4,30-34,360,335,29,45,93.1,13.4
Monaghan,2023,Q1,15-19,270,103,8,9,38.1,8.7
Monaghan,2023,Q1,20-24,345,250,10,42,72.5,16.8
Monaghan,2023,Q1,25-29,379,335,15,78,88.4,23.3
Monaghan,2023,Q1,30-34,339,327,37,72,96.5,22.0
Monaghan,2023,Q2,15-19,270,100,6,16,37.0,16.0
Monaghan,2023,Q2,20-24,340,255,14,48,75.0,18.8
Monaghan,2023,Q2,25-29,348,305,28,47,87.6,15.4
Monaghan,2023,Q2,30-34,403,372,22,86,92.3,23.1
Monaghan,2023,Q3,15-19,327,122,12,15,37.3,12.3
Monaghan,2023,Q3,20-24,325,247,24,37,76.0,15.0
Monaghan,2023,Q3,25-29,296,262,13,56,88.5,21.4
Monaghan,2023,Q3,30-34,376,359,25,87,95.5,24.2
Monaghan,2023,Q4,15-19,278,102,4,18,36.7,17.6
Monaghan,2023,Q4,20-24,400,291,17,59,72.8,20.3
Monaghan,2023,Q4,25-29,377,337,17,35,89.4,10.4
Monaghan,2023,Q4,30-34,413,409,39,84,99.0,20.5
Monaghan,2024,Q1,15-19,390,154,16,23,39.5,14.9
Monaghan,2024,Q1,20-24,413,304,20,38,73.6,12.5
Monaghan,2024,Q1,25-29,330,305,14,67,92.4,22.0
Monaghan,2024,Q1,30-34,287,288,15,63,100.3,21.9
Monaghan,2024,Q2,15-19,316,117,7,20,37.0,17.1
Monaghan,2024,Q2,20-24,253,186,11,33,73.5,17.7
Monaghan,2024,Q2,25-29,396,360,34,52,90.9,14.4
Monaghan,2024,Q2,30-34,318,303,30,44,95.3,14.5
Monaghan,2024,Q3,15-19,306,122,7,24,39.9,19.7
Monaghan,2024,Q3,20-24,245,183,7,20,74.7,10.9
Monaghan,2024,Q3,25-29,332,292,19,72,88.0,24.7
Monaghan,2024,Q3,30-34,287,271,26,44,94.4,16.2
Monaghan,2024,Q4,15-19,380,147,7,24,38.7,16.3
Monaghan,2024,Q4,20-24,309,229,11,41,74.1,17.9
Monaghan,2024,Q4,25-29,376,350,25,75,93.1,21.4
Monaghan,2024,Q4,30-34,249,235,13,36,94.4,15.3
Monaghan,2025,Q1,15-19,286,108,9,15,37.8,13.9
Monaghan,2025,Q1,20-24,365,275,21,36,75.3,13.1
Monaghan,2025,Q1,25-29,400,383,19,40,95.8,10.4
Monaghan,2025,Q1,30-34,255,245,17,38,96.1,15.5
Monaghan,2025,Q2,15-19,299,121,10,12,40.5,9.9
Monaghan,2025,Q2,20-24,247,181,18,36,73.3,19.9
Monaghan,2025,Q2,25-29,390,354,36,78,90.8,22.0
Monaghan,2025,Q2,30-34,290,289,31,38,99.7,13.1
Monaghan,2025,Q3,15-19,400,152,7,18,38.0,11.8
Monaghan,2025,Q3,20-24,315,240,10,58,76.2,24.2
Monaghan,2025,Q3,25-29,342,315,16,77,92.1,24.4
Monaghan,2025,Q3,30-34,378,363,20,37,96.0,10.2
Monaghan,2025,Q4,15-19,253,100,4,20,39.5,20.0
Monaghan,2025,Q4,20-24,240,183,17,36,76.2,19.7
Monaghan,2025,Q4,25-29,393,352,32,33,89.6,9.4
Monaghan,2025,Q4,30-34,314,301,14,44,95.9,14.6
Offaly,2018,Q1,15-19,453,159,11,13,35.1,8.2
Offaly,2018,Q1,20-24,326,219,8,19,67.2,8.7
Offaly,2018,Q1,25-29,406,327,15,38,80.5,11.6
Offaly,2018,Q1,30-34,486,416,44,50,85.6,12.0
Offaly,2018,Q2,15-19,528,184,8,38,34.8,20.7
Offaly,2018,Q2,20-24,328,230,15,47,70.1,20.4
Offaly,2018,Q2,25-29,558,452,37,91,81.0,20.1
Offaly,2018,Q2,30-34,433,384,32,83,88.7,21.6
Offaly,2018,Q3,15-19,422,144,6,27,34.1,18.8
Offaly,2018,Q3,20-24,361,251,12,54,69.5,21.5
Offaly,2018,Q3,25-29,416,347,16,69,83.4,19.9
Offaly,2018,Q3,30-34,436,388,31,70,89.0,18.0
Offaly,2018,Q4,15-19,354,124,13,16,35.0,12.9
Offaly,2018,Q4,20-24,516,347,20,36,67.2,10.4
Offaly,2018,Q4,25-29,549,439,22,84,80.0,19.1
Offaly,2018,Q4,30-34,527,459,29,66,87.1,14.4
Offaly,2019,Q1,15-19,512,179,18,21,35.0,11.7
Offaly,2019,Q1,20-24,391,276,31,32,70.6,11.6
Offaly,2019,Q1,25-29,353,289,20,30,81.9,10.4
Offaly,2019,Q1,30-34,424,388,42,33,91.5,8.5
Offaly,2019,Q2,15-19,558,204,18,41,36.6,20.1
Offaly,2019,Q2,20-24,530,367,27,30,69.2,8.2
Offaly,2019,Q2,25-29,483,412,42,65,85.3,15.8
Offaly,2019,Q2,30-34,518,466,21,45,90.0,9.7
Offaly,2019,Q3,15-19,448,158,9,16,35.3,10.1
Offaly,2019,Q3,20-24,516,352,34,61,68.2,17.3
Offaly,2019,Q3,25-29,484,396,39,76,81.8,19.2
Offaly,2019,Q3,30-34,554,498,20,90,89.9,18.1
Offaly,2019,Q4,15-19,555,203,19,31,36.6,15.3
Offaly,2019,Q4,20-24,550,375,29,46,68.2,12.3
Offaly,2019,Q4,25-29,386,312,35,66,80.8,21.2
Offaly,2019,Q4,30-34,556,488,46,99,87.8,20.3
Offaly,2020,Q1,15-19,552,173,11,29,31.3,16.8
Offaly,2020,Q1,20-24,445,267,26,58,60.0,21.7
Offaly,2020,Q1,25-29,377,272,12,32,72.1,11.8
Offaly,2020,Q1,30-34,501,389,40,34,77.6,8.7
Offaly,2020,Q2,15-19,482,156,16,15,32.4,9.6
Offaly,2020,Q2,20-24,346,211,17,29,61.0,13.7
Offaly,2020,Q2,25-29,398,304,21,31,76.4,10.2
Offaly,2020,Q2,30-34,390,307,18,51,78.7,16.6
Offaly,2020,Q3,15-19,446,141,13,14,31.6,9.9
Offaly,2020,Q3,20-24,352,221,20,50,62.8,22.6
Offaly,2020,Q3,25-29,425,315,23,45,74.1,14.3
Offaly,2020,Q3,30-34,425,328,23,55,77.2,16.8
Offaly,2020,Q4,15-19,462,153,17,19,33.1,12.4
Offaly,2020,Q4,20-24,546,333,28,74,61.0,22.2
Offaly,2020,Q4,25-29,482,352,19,77,73.0,21.9
Offaly,2020,Q4,30-34,340,279,27,53,82.1,19.0
Offaly,2021,Q1,15-19,463,160,9,25,34.6,15.6
Offaly,2021,Q1,20-24,498,345,34,51,69.3,14.8
Offaly,2021,Q1,25-29,468,376,37,76,80.3,20.2
Offaly,2021,Q1,30-34,380,319,36,61,83.9,19.1
Offaly,2021,Q2,15-19,462,159,10,31,34.4,19.5
Offaly,2021,Q2,20-24,475,323,34,66,68.0,20.4
Offaly,2021,Q2,25-29,532,428,18,43,80.5,10.0
Offaly,2021,Q2,30-34,477,422,34,91,88.5,21.6
Offaly,2021,Q3,15-19,342,114,13,16,33.3,14.0
Offaly,2021,Q3,20-24,367,247,13,25,67.3,10.1
Offaly,2021,Q3,25-29,525,441,45,66,84.0,15.0
Offaly,2021,Q3,30-34,418,370,38,45,88.5,12.2
Offaly,2021,Q4,15-19,448,156,13,22,34.8,14.1
Offaly,2021,Q4,20-24,546,378,42,59,69.2,15.6
Offaly,2021,Q4,25-29,467,390,45,85,83.5,21.8
Offaly,2021,Q4,30-34,426,368,32,70,86.4,19.0
Offaly,2022,Q1,15-19,326,122,11,23,37.4,18.9
Offaly,2022,Q1,20-24,389,285,29,45,73.3,15.8
Offaly,2022,Q1,25-29,441,387,34,58,87.8,15.0
Offaly,2022,Q1,30-34,552,501,26,92,90.8,18.4
Offaly,2022,Q2,15-19,498,185,13,31,37.1,16.8
Offaly,2022,Q2,20-24,414,305,32,56,73.7,18.4
Offaly,2022,Q2,25-29,543,481,44,72,88.6,15.0
Offaly,2022,Q2,30-34,400,365,41,50,91.2,13.7
Offaly,2022,Q3,15-19,428,166,17,36,38.8,21.7
Offaly,2022,Q3,20-24,362,260,13,33,71.8,12.7
Offaly,2022,Q3,25-29,329,278,12,36,84.5,12.9
Offaly,2022,Q3,30-34,320,302,26,70,94.4,23.2
Offaly,2022,Q4,15-19,525,195,14,20,37.1,10.3
Offaly,2022,Q4,20-24,403,297,22,71,73.7,23.9
Offaly,2022,Q4,25-29,529,446,51,95,84.3,21.3
Offaly,2022,Q4,30-34,338,318,26,69,94.1,21.7
Offaly,2023,Q1,15-19,470,184,8,37,39.1,20.1
Offaly,2023,Q1,20-24,494,355,28,55,71.9,15.5
Offaly,2023,Q1,25-29,376,334,29,55,88.8,16.5
Offaly,2023,Q1,30-34,467,432,34,85,92.5,19.7
Offaly,2023,Q2,15-19,503,187,15,40,37.2,21.4
Offaly,2023,Q2,20-24,461,345,30,48,74.8,13.9
Offaly,2023,Q2,25-29,436,402,43,44,92.2,10.9
Offaly,2023,Q2,30-34,515,497,41,65,96.5,13.1
Offaly,2023,Q3,15-19,324,127,8,26,39.2,20.5
Offaly,2023,Q3,20-24,464,332,33,41,71.6,12.3
Offaly,2023,Q3,25-29,508,449,18,47,88.4,10.5
Offaly,2023,Q3,30-34,471,438,32,40,93.0,9.1
Offaly,2023,Q4,15-19,456,176,16,29,38.6,16.5
Offaly,2023,Q4,20-24,383,283,21,34,73.9,12.0
Offaly,2023,Q4,25-29,458,394,35,50,86.0,12.7
Offaly,2023,Q4,30-34,492,483,48,70,98.2,14.5
Offaly,2024,Q1,15-19,535,212,10,34,39.6,16.0
Offaly,2024,Q1,20-24,325,243,16,29,74.8,11.9
Offaly,2024,Q1,25-29,370,343,29,84,92.7,24.5
Offaly,2024,Q1,30-34,522,500,32,88,95.8,17.6
Offaly,2024,Q2,15-19,472,179,8,39,37.9,21.8
Offaly,2024,Q2,20-24,372,275,22,26,73.9,9.5
Offaly,2024,Q2,25-29,459,417,44,93,90.8,22.3
Offaly,2024,Q2,30-34,338,338,33,64,100.0,18.9
Offaly,2024,Q3,15-19,337,130,11,28,38.6,21.5
Offaly,2024,Q3,20-24,478,361,29,66,75.5,18.3
Offaly,2024,Q3,25-29,520,487,53,107,93.7,22.0
Offaly,2024,Q3,30-34,441,415,17,91,94.1,21.9
Offaly,2024,Q4,15-19,379,151,12,32,39.8,21.2
Offaly,2024,Q4,20-24,358,275,21,64,76.8,23.3
Offaly,2024,Q4,25-29,424,380,23,56,89.6,14.7
Offaly,2024,Q4,30-34,477,467,52,88,97.9,18.8
Offaly,2025,Q1,15-19,413,166,11,33,40.2,19.9
Offaly,2025,Q1,20-24,535,401,35,70,75.0,17.5
Offaly,2025,Q1,25-29,321,294,16,73,91.6,24.8
Offaly,2025,Q1,30-34,552,562,30,136,101.8,24.2
Offaly,2025,Q2,15-19,402,160,16,26,39.8,16.2
Offaly,2025,Q2,20-24,433,321,22,68,74.1,21.2
Offaly,2025,Q2,25-29,497,476,30,80,95.8,16.8
Offaly,2025,Q2,30-34,546,542,58,118,99.3,21.8
Offaly,2025,Q3,15-19,406,156,13,37,38.4,23.7
Offaly,2025,Q3,20-24,342,265,28,29,77.5,10.9
Offaly,2025,Q3,25-29,406,366,38,52,90.1,14.2
Offaly,2025,Q3,30-34,545,552,58,66,101.3,12.0
Offaly,2025,Q4,15-19,329,128,7,18,38.9,14.1
Offaly,2025,Q4,20-24,506,396,41,53,78.3,13.4
Offaly,2025,Q4,25-29,362,336,34,42,92.8,12.5
Offaly,2025,Q4,30-34,361,368,16,49,101.9,13.3
Roscommon,2018,Q1,15-19,252,89,10,7,35.3,7.9
Roscommon,2018,Q1,20-24,254,168,19,30,66.1,17.9
Roscommon,2018,Q1,25-29,261,220,24,25,84.3,11.4
Roscommon,2018,Q1,30-34,303,276,33,31,91.1,11.2
Roscommon,2018,Q2,15-19,314,108,4,8,34.4,7.4
Roscommon,2018,Q2,20-24,394,267,11,47,67.8,17.6
Roscommon,2018,Q2,25-29,264,213,8,19,80.7,8.9
Roscommon,2018,Q2,30-34,332,294,13,52,88.6,17.7
Roscommon,2018,Q3,15-19,245,87,4,12,35.5,13.8
Roscommon,2018,Q3,20-24,382,262,26,26,68.6,9.9
Roscommon,2018,Q3,25-29,279,223,19,29,79.9,13.0
Roscommon,2018,Q3,30-34,320,291,29,34,90.9,11.7
Roscommon,2018,Q4,15-19,322,115,12,12,35.7,10.4
Roscommon,2018,Q4,20-24,256,176,21,20,68.8,11.4
Roscommon,2018,Q4,25-29,342,285,16,22,83.3,7.7
Roscommon,2018,Q4,30-34,273,233,11,26,85.3,11.2
Roscommon,2019,Q1,15-19,323,119,4,20,36.8,16.8
Roscommon,2019,Q1,20-24,287,202,13,25,70.4,12.4
Roscommon,2019,Q1,25-29,290,237,17,31,81.7,13.1
Roscommon,2019,Q1,30-34,315,276,19,57,87.6,20.7
Roscommon,2019,Q2,15-19,417,154,7,27,36.9,17.5
Roscommon,2019,Q2,20-24,404,284,22,56,70.3,19.7
Roscommon,2019,Q2,25-29,396,336,32,41,84.8,12.2
Roscommon,2019,Q2,30-34,310,274,21,49,88.4,17.9
Roscommon,2019,Q3,15-19,373,129,8,21,34.6,16.3
Roscommon,2019,Q3,20-24,356,255,28,31,71.6,12.2
Roscommon,2019,Q3,25-29,330,279,26,29,84.5,10.4
Roscommon,2019,Q3,30-34,338,310,34,53,91.7,17.1
Roscommon,2019,Q4,15-19,379,129,9,19,34.0,14.7
Roscommon,2019,Q4,20-24,393,267,25,28,67.9,10.5
Roscommon,2019,Q4,25-29,305,257,19,39,84.3,15.2
Roscommon,2019,Q4,30-34,355,307,23,52,86.5,16.9
Roscommon,2020,Q1,15-19,417,137,16,22,32.9,16.1
Roscommon,2020,Q1,20-24,327,197,8,17,60.2,8.6
Roscommon,2020,Q1,25-29,262,190,12,38,72.5,20.0
Roscommon,2020,Q1,30-34,373,291,22,55,78.0,18.9
Roscommon,2020,Q2,15-19,379,118,7,18,31.1,15.3
Roscommon,2020,Q2,20-24,407,261,24,24,64.1,9.2
Roscommon,2020,Q2,25-29,416,320,15,73,76.9,22.8
Roscommon,2020,Q2,30-34,410,334,39,35,81.5,10.5
Roscommon,2020,Q3,15-19,250,78,3,13,31.2,16.7
Roscommon,2020,Q3,20-24,416,263,11,45,63.2,17.1
Roscommon,2020,Q3,25-29,288,212,14,32,73.6,15.1
Roscommon,2020,Q3,30-34,296,230,11,20,77.7,8.7
Roscommon,2020,Q4,15-19,399,123,14,23,30.8,18.7
Roscommon,2020,Q4,20-24,354,222,23,22,62.7,9.9
Roscommon,2020,Q4,25-29,267,199,20,42,74.5,21.1
Roscommon,2020,Q4,30-34,303,234,22,38,77.2,16.2
Roscommon,2021,Q1,15-19,381,133,14,21,34.9,15.8
Roscommon,2021,Q1,20-24,321,214,10,20,66.7,9.3
Roscommon,2021,Q1,25-29,321,257,24,28,80.1,10.9
Roscommon,2021,Q1,30-34,325,273,15,34,84.0,12.5
Roscommon,2021,Q2,15-19,279,95,3,10,34.1,10.5
Roscommon,2021,Q2,20-24,390,253,20,39,64.9,15.4
Roscommon,2021,Q2,25-29,362,300,24,31,82.9,10.3
Roscommon,2021,Q2,30-34,350,310,29,33,88.6,10.6
Roscommon,2021,Q3,15-19,325,112,7,13,34.5,11.6
Roscommon,2021,Q3,20-24,262,169,17,18,64.5,10.7
Roscommon,2021,Q3,25-29,326,264,18,55,81.0,20.8
Roscommon,2021,Q3,30-34,408,348,18,74,85.3,21.3
Roscommon,2021,Q4,15-19,253,85,9,8,33.6,9.4
Roscommon,2021,Q4,20-24,297,205,19,26,69.0,12.7
Roscommon,2021,Q4,25-29,405,327,20,51,80.7,15.6
Roscommon,2021,Q4,30-34,276,245,17,33,88.8,13.5
Roscommon,2022,Q1,15-19,340,122,8,13,35.9,10.7
Roscommon,2022,Q1,20-24,270,199,12,45,73.7,22.6
Roscommon,2022,Q1,25-29,377,323,37,29,85.7,9.0
Roscommon,2022,Q1,30-34,293,282,15,53,96.2,18.8
Roscommon,2022,Q2,15-19,297,112,11,19,37.7,17.0
Roscommon,2022,Q2,20-24,306,217,13,24,70.9,11.1
Roscommon,2022,Q2,25-29,387,339,32,77,87.6,22.7
Roscommon,2022,Q2,30-34,292,285,15,53,97.6,18.6
Roscommon,2022,Q3,15-19,395,148,8,19,37.5,12.8
Roscommon,2022,Q3,20-24,309,227,11,21,73.5,9.3
Roscommon,2022,Q3,25-29,252,216,20,45,85.7,20.8
Roscommon,2022,Q3,30-34,375,359,25,40,95.7,11.1
Roscommon,2022,Q4,15-19,246,91,4,15,37.0,16.5
Roscommon,2022,Q4,20-24,261,189,12,37,72.4,19.6
Roscommon,2022,Q4,25-29,391,355,14,83,90.8,23.4
Roscommon,2022,Q4,30-34,306,284,20,61,92.8,21.5
Roscommon,2023,Q1,15-19,312,115,10,16,36.9,13.9
Roscommon,2023,Q1,20-24,339,249,20,31,73.5,12.4
Roscommon,2023,Q1,25-29,388,354,20,71,91.2,20.1
Roscommon,2023,Q1,30-34,358,354,28,85,98.9,24.0
Roscommon,2023,Q2,15-19,311,117,9,13,37.6,11.1
Roscommon,2023,Q2,20-24,293,217,12,28,74.1,12.9
Roscommon,2023,Q2,25-29,346,312,32,34,90.2,10.9
Roscommon,2023,Q2,30-34,338,329,32,36,97.3,10.9
Roscommon,2023,Q3,15-19,353,132,11,23,37.4,17.4
Roscommon,2023,Q3,20-24,282,202,10,41,71.6,20.3
Roscommon,2023,Q3,25-29,374,341,33,63,91.2,18.5
Roscommon,2023,Q3,30-34,304,291,26,44,95.7,15.1
Roscommon,2023,Q4,15-19,414,156,11,26,37.7,16.7
Roscommon,2023,Q4,20-24,313,227,21,48,72.5,21.1
Roscommon,2023,Q4,25-29,393,355,40,78,90.3,22.0
Roscommon,2023,Q4,30-34,312,289,22,60,92.6,20.8
Roscommon,2024,Q1,15-19,298,120,7,12,40.3,10.0
Roscommon,2024,Q1,20-24,398,292,25,70,73.4,24.0
Roscommon,2024,Q1,25-29,357,336,38,78,94.1,23.2
Roscommon,2024,Q1,30-34,319,319,13,68,100.0,21.3
Roscommon,2024,Q2,15-19,346,133,14,18,38.4,13.5
Roscommon,2024,Q2,20-24,283,213,17,28,75.3,13.1
Roscommon,2024,Q2,25-29,392,359,24,55,91.6,15.3
Roscommon,2024,Q2,30-34,272,255,12,50,93.8,19.6
Roscommon,2024,Q3,15-19,351,132,10,12,37.6,9.1
Roscommon,2024,Q3,20-24,341,257,10,34,75.4,13.2
Roscommon,2024,Q3,25-29,402,371,40,89,92.3,24.0
Roscommon,2024,Q3,30-34,318,307,35,67,96.5,21.8
Roscommon,2024,Q4,15-19,306,123,9,17,40.2,13.8
Roscommon,2024,Q4,20-24,300,222,13,41,74.0,18.5
Roscommon,2024,Q4,25-29,389,354,17,79,91.0,22.3
Roscommon,2024,Q4,30-34,414,390,24,90,94.2,23.1
Roscommon,2025,Q1,15-19,261,103,7,15,39.5,14.6
Roscommon,2025,Q1,20-24,308,238,23,56,77.3,23.5
Roscommon,2025,Q1,25-29,313,282,22,63,90.1,22.3
Roscommon,2025,Q1,30-34,398,396,28,60,99.5,15.2
Roscommon,2025,Q2,15-19,256,98,9,18,38.3,18.4
Roscommon,2025,Q2,20-24,323,239,9,57,74.0,23.8
Roscommon,2025,Q2,25-29,390,356,17,91,91.3,25.6
Roscommon,2025,Q2,30-34,263,270,17,56,102.7,20.7
Roscommon,2025,Q3,15-19,262,105,11,11,40.1,10.5
Roscommon,2025,Q3,20-24,261,206,16,44,78.9,21.4
Roscommon,2025,Q3,25-29,253,240,18,25,94.9,10.4
Roscommon,2025,Q3,30-34,376,367,19,58,97.6,15.8
Roscommon,2025,Q4,15-19,391,154,17,34,39.4,22.1
Roscommon,2025,Q4,20-24,354,276,25,41,78.0,14.9
Roscommon,2025,Q4,25-29,339,307,31,39,90.6,12.7
Roscommon,2025,Q4,30-34,264,263,14,36,99.6,13.7
Sligo,2018,Q1,15-19,304,102,7,18,33.6,17.6
Sligo,2018,Q1,20-24,297,203,21,32,68.4,15.8
Sligo,2018,Q1,25-29,337,270,26,35,80.1,13.0
Sligo,2018,Q1,30-34,249,224,12,27,90.0,12.1
Sligo,2018,Q2,15-19,258,88,10,16,34.1,18.2
Sligo,2018,Q2,20-24,379,262,12,47,69.1,17.9
Sligo,2018,Q2,25-29,401,338,33,46,84.3,13.6
Sligo,2018,Q2,30-34,378,323,27,67,85.4,20.7
Sligo,2018,Q3,15-19,410,137,7,11,33.4,8.0
Sligo,2018,Q3,20-24,256,167,8,30,65.2,18.0
Sligo,2018,Q3,25-29,314,250,15,53,79.6,21.2
Sligo,2018,Q3,30-34,244,213,13,42,87.3,19.7
Sligo,2018,Q4,15-19,315,111,6,17,35.2,15.3
Sligo,2018,Q4,20-24,345,243,25,49,70.4,20.2
Sligo,2018,Q4,25-29,288,228,13,18,79.2,7.9
Sligo,2018,Q4,30-34,381,324,25,56,85.0,17.3
Sligo,2019,Q1,15-19,251,91,8,10,36.3,11.0
Sligo,2019,Q1,20-24,323,226,14,26,70.0,11.5
Sligo,2019,Q1,25-29,255,206,23,30,80.8,14.6
Sligo,2019,Q1,30-34,314,281,26,38,89.5,13.5
Sligo,2019,Q2,15-19,352,123,12,23,34.9,18.7
Sligo,2019,Q2,20-24,328,222,19,36,67.7,16.2
Sligo,2019,Q2,25-29,259,207,14,38,79.9,18.4
Sligo,2019,Q2,30-34,334,294,19,48,88.0,16.3
Sligo,2019,Q3,15-19,257,94,4,13,36.6,13.8
Sligo,2019,Q3,20-24,345,238,25,51,69.0,21.4
Sligo,2019,Q3,25-29,381,308,26,54,80.8,17.5
Sligo,2019,Q3,30-34,283,255,14,38,90.1,14.9
Sligo,2019,Q4,15-19,407,139,14,20,34.2,14.4
Sligo,2019,Q4,20-24,344,246,19,52,71.5,21.1
Sligo,2019,Q4,25-29,243,209,24,29,86.0,13.9
